REFERENCE 1;ARTICLE;CODE;DESIGNATION_2;CODE_SELECTION;QTE;DERNIER_PRIX_ACHAT;PRIX_REVIENT;Gros;PRIX_SOLDE;PRIX_MIN;REFERENCE 2;REFERENCE 3;REFERENCE 4;POIDS;CBM;CONDITIONNEMENT;QTE_STOCK_ALERTE;FOURNISSEUR;DATE_DERNIER_ACHAT;DATE_DERNIERE_VENTE;OK_BLOQUE_VENTE;NBRE_PHOTOS;Date créat. Article;Utilisateur;N°ARTICLE;N°LOT;
;NOOR GRIS 60*60 2EME ROYAL;00000208;;          ;0;580;580;1350;0;1100;;;;0.1;0.01;1;0;;26/05/2024;;N;0;27/05/2024 23:37:08;ADMIN          ;213;213;
;LINA BROWN DECORE 25*75 ROYAL;00000209;;          ;0;347;520;600;0;500;;;;0.1;0.01;1;0;;26/05/2024;;N;0;27/05/2024 23:39:26;ADMIN          ;214;214;
;NOOR CREMA 60*60 2EME ROYAL;00000210;;          ;0;520;520;1350;0;1150;;;;0.1;0.01;1;0;;26/05/2024;03/10/2024;N;0;27/05/2024 23:42:56;ADMIN          ;215;215;
;NOOR GRIS 60*60 2EME ROYAL;00000211;;          ;0;520;520;1350;0;1150;;;;0.1;0.01;1;0;;26/05/2024;03/10/2024;N;0;27/05/2024 23:44:04;ADMIN          ;216;216;
;EVORA CREMA 45*45;00000212;;          ;0;780;780;1350;0;1150;;;;0.1;0.01;1;0;;26/05/2024;03/10/2024;N;0;27/05/2024 23:45:09;ADMIN          ;217;217;
;EVORA GRIS 45*45 SEK;00000213;;          ;0;780;780;1350;0;1150;;;;0.1;0.01;1;0;;26/05/2024;03/10/2024;N;0;27/05/2024 23:46:33;ADMIN          ;218;218;
;PANNEAUX NOOR CREMA 60*60 ROYAL;00000214;;          ;0;4000;4000;4000;0;4000;;;;0.1;0.01;1;0;;26/05/2024;;N;0;27/05/2024 23:47:36;ADMIN          ;219;219;
;MAIN COURANTE LA RESINE 4M MARRON;00000270;;          ;0;0;0;0;0;0;;;;0.1;0.01;1;0;;;;N;0;29/05/2024 21:35:48;ADMIN          ;275;275;
;DEPART ROMPE MARBRE SIMPLE AEG;00000271;;          ;0;0;0;0;0;0;;;;0.1;0.01;1;0;;;;N;0;29/05/2024 21:38:02;ADMIN          ;276;276;
;CITERNE GALVA 2000L 3MM HOR;00000272;;          ;0;0;0;12000;0;11000;;;;0.1;0.01;1;0;;;;N;0;29/05/2024 21:39:29;ADMIN          ;277;277;
;DDSOL ILLUSION BEIGE 60*60 BCERAM;00000273;;          ;0;0;0;1350;0;1300;;;;0.1;0.01;1;0;;;;N;0;29/05/2024 21:42:14;ADMIN          ;278;278;
;CITERNE GALVA 2000L 3MM HOR;00000274;;          ;0;0;0;0;0;0;;;;0.1;0.01;1;0;;;;N;0;29/05/2024 21:43:54;ADMIN          ;279;279;
;TERRE CUITE TERRACINA CIRTA NOIR 33*33 CERAI;00000275;;          ;0;725.9;725.9;1050;725.9;1100;;;;0.1;0.01;1;0;;15/02/2026;05/10/2024;N;0;29/05/2024 21:47:11;ADMIN          ;280;280;
;PASSTA MAREIL;00000277;;          ;0;700;700;0;0;0;;;;0.1;0.01;1;0;;29/05/2024;;N;0;29/05/2024 22:37:37;ADMIN          ;282;282;
;MONOCEM;00000278;;          ;0;650;650;0;0;0;;;;0.1;0.01;1;0;;29/05/2024;25/11/2024;N;0;29/05/2024 22:39:07;ADMIN          ;283;283;
;LA TENTE COLORADO;00000279;;          ;0;250;250;0;0;0;;;;0.1;0.01;1;0;;11/08/2026;12/08/2026;N;0;29/05/2024 22:39:59;ADMIN          ;284;284;
;5;00000280;;          ;0;0;0;0;0;0;;;;0.1;0.01;1;0;MONOCOUCHE STORE;;;N;0;29/05/2024 22:42:16;ADMIN          ;285;285;
;HASS;00000281;;          ;0;0;0;0;0;0;;;;0.1;0.01;1;0;;;;N;0;29/05/2024 22:42:45;ADMIN          ;286;286;
;COLLE GRIFFEY;00000283;;          ;0;350;325;550;0;0;;;;0.1;0.01;1;0;;27/06/2024;06/12/2024;N;0;29/05/2024 22:49:43;ADMIN          ;288;288;
;HADJRA GRIFFEY;00000284;;          ;0;0;0;0;1600;0;;;;0.1;0.01;1;0;;;;N;0;29/05/2024 22:59:13;ADMIN          ;289;289;
;CITERNE GALVA 2000L 3MM HOR;00000285;;          ;0;75000;75000;120000;0;110000;;;;0.1;0.01;1;0;;29/05/2024;;N;0;29/05/2024 23:10:07;ADMIN          ;290;290;
;HADJRA GRIFFEY;00000286;;          ;0;1600;1600;0;1600;0;;;;0.1;0.01;1;0;;29/05/2024;06/12/2024;N;0;29/05/2024 23:17:03;ADMIN          ;291;291;
123;CLÉ 17;00000288;;          ;0;0;0;0.9;1;0.95;;;;0.1;0.01;;0;;;;N;0;16/07/2024 23:18:54;ADMIN          ;293;293;
PUMA ROZA;ROZA POUDRE;00000296;;          ;332;640;640;1350;1250;1300;;;;0.1;0.01;1;0;;19/08/2026;16/08/2026;N;0;27/07/2024 23:54:50;ADMIN          ;301;301;
1;POUDRE GRIS CLAIRE;00000297;;          ;0;700;700;1300;1100;1200;;;;0.1;0.01;1;0;;13/08/2026;13/08/2026;N;0;28/07/2024 00:21:48;ADMIN          ;302;302;
BRION;BRION;00000298;;          ;0;500;500;700;0;650;;;;0.1;0.01;1;0;;27/06/2024;06/12/2024;N;0;28/07/2024 00:28:22;ADMIN          ;303;303;
PASSTA MAREIL;HADJRA BLANCH;00000299;;          ;0;700;640;1500;0;1350;;;;0.1;0.01;1;0;;27/06/2024;25/04/2026;N;0;28/07/2024 00:34:47;ADMIN          ;304;304;
14 CARAMIL;MADIRA POUDRE;00000300;;          ;0;1000;921.38;1500;1250;1350;;;;0.1;0.01;1;0;;21/05/2025;19/04/2026;N;0;28/07/2024 00:38:14;ADMIN          ;305;305;
MONOCEM;POUDRE MARVILE;00000301;;          ;0;640;640;1300.03;1100.03;1200;;;;0.1;0.01;1;0;;13/08/2026;13/08/2026;N;0;28/07/2024 00:41:55;ADMIN          ;306;306;
PASSTA ROZA;HADJRA ROZA;00000302;;          ;37;1100;1100;1499.96;0;1299.98;;;;0.1;0.01;1;0;;19/08/2026;16/08/2026;N;0;28/07/2024 00:56:58;ADMIN          ;307;307;
PASSTA GRI;HADJRA  GRIS CLAIRE;00000303;;          ;0;700;700;1500;0;1200;;;;0.1;0.01;1;0;;16/08/2026;16/08/2026;N;0;28/07/2024 05:10:32;ADMIN          ;308;308;
;FAUX MARBRE;00000304;;          ;0;3800;7021.74;15000;0;0;;;;0.1;0.01;1;0;;28/04/2025;27/07/2025;N;0;07/08/2024 05:57:46;ADMIN          ;309;309;
;FAUX MARBRE BLANCH;00000305;;          ;0;9550;9550;15000;0;14500;;;;0.1;0.01;1;0;;31/07/2024;17/08/2024;N;0;16/08/2024 23:49:56;ADMIN          ;310;310;
;FAUX MARRBRE NOIR;00000306;;          ;0;9550;9550;15000;0;14500;;;;0.1;0.01;1;0;;31/07/2024;31/08/2024;N;0;17/08/2024 00:07:06;ADMIN          ;311;311;
M11;FAUX MARBRE M11;00000307;;          ;0;8000;8000;15000;0;14500;;;;0.1;0.01;1;0;;31/07/2024;21/09/2024;N;0;17/08/2024 00:41:16;ADMIN          ;312;312;
M15;FAUX MARBRE M15;00000308;;          ;0;8000;8000;15000;0;14500;;;;0.1;0.01;1;0;;31/07/2024;21/09/2024;N;0;17/08/2024 00:43:37;ADMIN          ;313;313;
M16;FAUX MARBRE M16;00000309;;          ;0;8000;8000;15000;0;14500;;;;0.1;0.01;1;0;;31/07/2024;21/09/2024;N;0;17/08/2024 00:46:28;ADMIN          ;314;314;
B01;FAUX BOIS BLANC;00000310;;          ;0;2120;2283.33;2950;0;3200;;;;0.1;0.01;1;0;;31/07/2024;21/09/2024;N;0;17/08/2024 00:49:40;ADMIN          ;315;315;
B02;FAUX BOIS GRIS;00000311;;          ;0;2120;2120;2950;0;3200;;;;0.1;0.01;1;0;;31/07/2024;;N;0;17/08/2024 00:52:55;ADMIN          ;316;316;
B07;FAUX BOIS GRIS FONCÉ;00000312;;          ;0;2120;2225;3200;0;2950;;;;0.1;0.01;1;0;;31/07/2024;21/09/2024;N;0;17/08/2024 01:03:11;ADMIN          ;317;317;
;SLICONE GOLDEN FIX 300ML;00000313;;          ;0;695;695;1200;0;1100;;;;0.1;0.01;1;0;;31/07/2024;07/12/2024;N;0;17/08/2024 01:08:29;ADMIN          ;318;318;
395;POUDRE GRIS FONCÉ;00000314;;          ;0;1000;1000;1300;1100;1200;;;;0.1;0.01;1;0;;13/08/2026;13/08/2026;N;0;17/08/2024 06:44:45;ADMIN          ;319;319;
;HADJRA GRIS;00000315;;          ;0;750;700;1500;0;1300;;;;0.1;0.01;1;0;;07/08/2024;07/12/2024;N;0;17/08/2024 07:13:44;ADMIN          ;320;320;
;ELVA 120*60 JAPON GRIS LIGHT;00000316;;          ;0;900;900;1750;0;0;;;;0.1;0.01;1;0;;17/08/2026;17/08/2026;N;0;18/08/2024 05:16:26;ADMIN          ;321;321;
;ELVA 120*60 CASTEL BEIGE 3D;00000317;;          ;0;1100;1100;1750;0;0;;;;0.1;0.01;1;0;;07/08/2024;19/08/2024;N;0;18/08/2024 05:19:42;ADMIN          ;322;322;
;ELVA 120*60 CASTEL DARK GREY 3D;00000318;;          ;0;1100;1100;1750;0;0;;;;0.1;0.01;1;0;;07/08/2024;;N;0;18/08/2024 05:24:27;ADMIN          ;323;323;
;ELVA 120*60 CASTEL BLACK 3D;00000319;;          ;0;1100;1100;1750;0;0;;;;0.1;0.01;1;0;;07/08/2024;;N;0;18/08/2024 05:26:26;ADMIN          ;324;324;
;DECOR CERAM MOTIF 30*90 4D GREY;00000320;;          ;0;450;450;850;0;0;;;;0.1;0.01;1;0;;07/08/2024;14/09/2024;N;0;18/08/2024 05:29:30;ADMIN          ;325;325;
PHOMSI 1W;SPOT ETANCHE 1W JAN 220;00000321;PHOMSI LED 1W JAN;          ;0;1450;1415.38;1900;0;2500;;;;0.1;0.01;1;0;;08/08/2024;29/09/2024;N;0;21/08/2024 00:08:22;ADMIN          ;326;326;
PHOMISI 3W 6500;SPOT ETANCHE 3W BLANCH;00000322;PHOMSI LED 3W BLANCH;          ;0;1850;1817.39;2400;0;3200;;;;0.1;0.01;1;0;;08/08/2024;;N;0;21/08/2024 00:12:24;ADMIN          ;327;327;
PHOMISI 3W 3000K;SPOT ETANCHE 3W 220 V JAN;00000323;PHOMISI LED 3W JAN;          ;0;1850;1850;3200;0;3200;;;;0.1;0.01;1;0;;08/08/2024;29/09/2024;N;0;21/08/2024 00:15:32;ADMIN          ;328;328;
APPLIQUE WALL 12 W;APPLIQUE LED 12W;00000324;WALL LAMP 12W;          ;0;2900;2900;5500;0;0;;;;0.1;0.01;1;0;;08/08/2024;23/08/2024;N;0;21/08/2024 00:39:07;ADMIN          ;329;329;
WALL LAMP 15 W;APPLIQUE LED 15 W JAN;00000325;WALL LAMP 15 W;          ;0;2600;2600;5200;0;0;;;;0.1;0.01;1;0;;08/08/2024;;N;0;21/08/2024 00:49:17;ADMIN          ;330;330;
A113;APPLIQUE LED A113;00000326;;          ;0;5800;5800;9800;0;0;;;;0.1;0.01;1;0;;08/08/2024;;N;0;21/08/2024 00:56:35;ADMIN          ;331;331;
A114;APPLIQUE LED A114;00000327;;          ;0;4800;4800;8800;0;0;;;;0.1;0.01;;0;;08/08/2024;;N;0;21/08/2024 00:57:57;ADMIN          ;332;332;
WALL LAMP 10 W;APPLIQUE LED 176-7;00000328;WALL LAMP 10 W;          ;0;2300;2300;6720;0;5760;;;;0.1;0.01;1;0;;08/08/2024;23/08/2024;N;0;21/08/2024 01:07:05;ADMIN          ;333;333;
4558-8;SPOT CRSTALE LUX;00000329;;          ;0;1200;1200;2200;0;0;;;;0.1;0.01;1;0;;08/08/2024;;N;0;21/08/2024 03:49:13;ADMIN          ;334;334;
4558-10;SPOTE CRICTAL 4558-10;00000330;;          ;0;1200;1200;2200;0;0;;;;0.1;0.01;1;0;;08/08/2024;23/08/2024;N;0;21/08/2024 03:51:35;ADMIN          ;335;335;
PETIT MACHA ALLAH;APPLIQUE LED ECRI PM;00000331;MACHA ALLAH PETITE;          ;0;2500;2500;4800;0;0;;;;0.1;0.01;1;0;;08/08/2024;;N;0;21/08/2024 03:56:16;ADMIN          ;336;336;
GRAND MACHA ALLAH;APPLIQUE LED ECRI GM;00000332;MACHA ALLAH GRAND;          ;0;2900;3300;5800;0;0;;;;0.1;0.01;1;0;;08/08/2024;23/08/2024;N;0;21/08/2024 03:58:55;ADMIN          ;337;337;
;SPOTE CRICTALE 4532-20;00000333;;          ;0;0;0;2200;0;0;;;;0.1;0.01;1;0;;;;N;0;21/08/2024 04:55:05;ADMIN          ;338;338;
4532-10;SPOTE CRICTALE 4532-10;00000334;;          ;0;1200;1200;2200;0;0;;;;0.1;0.01;1;0;;08/08/2024;;N;0;21/08/2024 04:56:37;ADMIN          ;339;339;
4532-14;SPOTE CRICTALE 4532-14;00000335;;          ;0;1200;1200;2200;0;0;;;;0.1;0.01;1;0;;08/08/2024;;N;0;21/08/2024 04:58:27;ADMIN          ;340;340;
69502;SPOT CRISTAL69502;00000336;;          ;0;650;700;1250;0;0;;;;0.1;0.01;1;0;;08/08/2024;23/08/2024;N;0;21/08/2024 05:35:56;ADMIN          ;341;341;
;RUBON 2 LED JAUNE+ 25 TRANSFO OBJECTIF;00000337;;          ;0;24375;24375;33000;0;37500;;;;0.1;0.01;1;0;;08/08/2024;23/08/2024;N;0;21/08/2024 05:43:13;ADMIN          ;342;342;
;CHADJAR EL WROUD;00000338;;          ;0;5000;5000;10000;0;12000;;;;0.1;0.01;1;0;;21/08/2024;10/09/2024;N;0;21/08/2024 06:06:48;ADMIN          ;343;343;
;CHADJAR EL WARAK;00000339;CHADJAR EL WARA9;          ;0;5000;5000;10000;0;9500;;;;0.1;0.01;1;0;;21/08/2024;14/10/2024;N;0;21/08/2024 06:08:18;ADMIN          ;344;344;
;CHADJRAT BANAN GRAND +NAKHLA;00000340;;          ;0;8000;8000;16000;0;15000;;;;0.1;0.01;1;0;;21/08/2024;14/10/2024;N;0;21/08/2024 06:10:40;ADMIN          ;345;345;
;ACHDJAR MOKHTALATA;00000341;;          ;0;7000;500;14000;0;13500;;;;0.1;0.01;1;0;;21/08/2024;15/10/2024;N;0;21/08/2024 06:12:22;ADMIN          ;346;346;
;DETICTER PIANO;00000342;CHINA;          ;0;17200;17200;24000;0;0;;;;0.1;0.01;1;0;;08/08/2024;;N;0;23/08/2024 22:28:39;ADMIN          ;347;347;
;TRANSFO 24 V 16.7 A 400W;00000343;LED POWER SUPPLY;          ;0;0;0;0;0;0;;;;0.1;0.01;1;0;;;;N;0;23/08/2024 22:32:37;ADMIN          ;348;348;
;TRANSFO 24V 16.7 A 400W;00000344;LED POWER SUPPLY;          ;0;5800;5800;8200;0;0;;;;0.1;0.01;1;0;;08/08/2024;;N;0;23/08/2024 22:34:25;ADMIN          ;349;349;
;DECOR CERAM F 4D GREY 30*90;00000345;;          ;0;0;0;0;0;0;;;;0.1;0.01;1;0;;;;N;0;24/08/2024 07:02:58;ADMIN          ;350;350;
;DECOR CERAM F 4D GREY 30*90;00000346;;          ;0;720;720;1350;0;0;;;;0.1;0.01;1;0;;07/08/2024;14/09/2024;N;0;24/08/2024 07:08:59;ADMIN          ;351;351;
DDSOL 60*60 BEIGE;DALL DE SOL ILLUSION BEIGE 60*60 BCERAM;00000347;DDSOL ILLUSION BEIGE 60*60 BCERAM;          ;0;0;0;0;0;0;;;;0.1;0.01;;0;;;;N;0;24/08/2024 21:08:56;ADMIN          ;352;352;
;DDS LIGHT GRAY 60/60 1CH;00000348;;          ;0;920;920;1350;0;0;;;;0.1;0.01;1;0;;07/05/2024;23/10/2024;N;0;24/08/2024 21:11:41;ADMIN          ;353;353;
MR1;MIROIR RECTANGULAIRE 1;00000349;;          ;0;3500;3500;6500;0;0;;;;0.1;0.01;1;0;;08/08/2024;;N;0;25/08/2024 03:39:57;ADMIN          ;354;354;
MR2;MIROIR RECTANGULAIRE 2;00000350;;          ;0;3500;3500;5800;0;0;;;;0.1;0.01;1;0;;08/08/2024;;N;0;25/08/2024 03:41:27;ADMIN          ;355;355;
;SÉRIE;00000351;;          ;0;0;0;0;0;0;;;;0.1;0.01;1;0;;;;N;0;25/08/2024 03:49:58;ADMIN          ;356;356;
;CADRE FLEUR PETITE SÉRIE DE 3 PIÉCES;00000352;CADRE FLEUR PETITE3 PIÉCES;          ;0;2500;2500;5200;0;0;;;;0.1;0.01;1;0;;08/08/2024;03/03/2025;N;0;25/08/2024 04:06:06;ADMIN          ;357;357;
;CADRE FLEUR GRAND SÉRIE DE  3 PIÉCES;00000353;;          ;0;3500;3500;7200;0;0;;;;0.1;0.01;1;0;;08/08/2024;14/10/2024;N;0;25/08/2024 04:09:21;ADMIN          ;358;358;
;CADRE AIT EL KORCI;00000354;;          ;0;4500;4500;9500;0;0;;;;0.1;0.01;1;0;;08/08/2024;;N;0;25/08/2024 04:20:34;ADMIN          ;359;359;
;CADRE MOSHAF;00000355;;          ;0;2300;2300;4500;0;0;;;;0.1;0.01;1;0;;08/08/2024;03/03/2025;N;0;25/08/2024 04:25:01;ADMIN          ;360;360;
;CADRE AIT ELKORSI GRAND;00000357;;          ;0;7800;18000;18000;0;0;;;;0.1;0.01;1;0;;08/08/2024;03/03/2025;N;0;26/08/2024 04:33:37;ADMIN          ;362;362;
;CADRE TAKLIDI;00000358;;          ;0;2200;2200;4800;0;0;;;;0.1;0.01;1;0;;08/08/2024;;N;0;26/08/2024 05:03:23;ADMIN          ;363;363;
;CADRE MÉTALE WOROD PETIT;00000359;;          ;0;6900;6900;16300;0;0;;;;0.1;0.01;1;0;;08/08/2024;03/03/2025;N;0;26/08/2024 05:17:58;ADMIN          ;364;364;
;CADRE MÉTALE WORODE GRAND;00000360;;          ;0;9600;9600;18200;0;0;;;;0.1;0.01;1;0;;08/08/2024;14/10/2024;N;0;26/08/2024 05:22:54;ADMIN          ;365;365;
;CADRE MÉTAL ROM;00000361;;          ;0;4800;4800;10000;0;0;;;;0.1;0.01;1;0;;08/08/2024;03/03/2025;N;0;26/08/2024 05:40:47;ADMIN          ;366;366;
;CADRE MÉTALE AWRAK;00000362;;          ;0;11500;11500;23500;0;0;;;;0.1;0.01;1;0;;08/08/2024;03/03/2025;N;0;26/08/2024 05:44:09;ADMIN          ;367;367;
;CADRE MÉTALE SHAN;00000363;S7AN;          ;0;15500;15500;31000;0;0;;;;0.1;0.01;1;0;;08/08/2024;03/03/2025;N;0;26/08/2024 05:47:38;ADMIN          ;368;368;
;CADRE MÉTALE WORODE VERT GRAND;00000364;;          ;0;16300;16300;32200;0;0;;;;0.1;0.01;1;0;;08/08/2024;;N;0;26/08/2024 05:50:06;ADMIN          ;369;369;
3PS02;CADRE 3PS;00000365;;          ;0;16000;16000;23000;0;0;;;;0.1;0.01;1;0;;08/08/2024;;N;0;26/08/2024 05:57:30;ADMIN          ;370;370;
3PS04;CADRE 3PS;00000366;;          ;0;16000;16000;23000;0;0;;;;0.1;0.01;1;0;;08/08/2024;;N;0;26/08/2024 05:59:11;ADMIN          ;371;371;
3PS01;CADRE 3PS;00000367;;          ;0;18800;18800;32000;0;0;;;;0.1;0.01;1;0;;08/08/2024;14/10/2024;N;0;26/08/2024 06:00:22;ADMIN          ;372;372;
3PS03;CADRE 3PS;00000368;;          ;0;16000;16000;23000;0;0;;;;0.1;0.01;1;0;;08/08/2024;;N;0;26/08/2024 06:03:35;ADMIN          ;373;373;
;CADRE MÉTAL RICHA;00000369;;          ;0;6500;6500;13800;0;0;;;;0.1;0.01;1;0;;08/08/2024;;N;0;26/08/2024 06:06:12;ADMIN          ;374;374;
MR;MIROIR ROND;00000370;;          ;0;4000;4000;7500;0;0;;;;0.1;0.01;1;0;;08/08/2024;24/04/2025;N;0;26/08/2024 06:14:52;ADMIN          ;375;375;
DORI/BLANCH;CADRE ÉXPXY DORI/BLANCH;00000371;;          ;0;19000;19000;32000;0;0;;;;0.1;0.01;1;0;;08/08/2024;03/03/2025;N;0;26/08/2024 06:17:32;ADMIN          ;376;376;
3PS05;CADRE 3PS;00000372;;          ;0;23000;23000;38000;0;0;;;;0.1;0.01;1;0;;08/08/2024;14/10/2024;N;0;26/08/2024 06:28:44;ADMIN          ;377;377;
;HORLOGE MÉTALIQUE;00000373;;          ;0;9800;4500;18500;0;0;;;;0.1;0.01;1;0;;08/08/2024;14/10/2024;N;0;26/08/2024 06:34:01;ADMIN          ;378;378;
EB1068;SIFONE LAVABO SPANE GOLD;00000374;BANDE LAVABO SPANE EB 1068 GOLD;          ;0;2050;2050;3450;0;0;;;;0.1;0.01;1;0;;27/07/2024;31/08/2024;N;1;26/08/2024 20:52:19;ADMIN          ;380;380;
;SIFON LAVABO SPANE BLACK;00000375;BANDE LAVABO SPANE EB 1068 BLACK;          ;0;1850;1850;3200;0;0;;;;0.1;0.01;1;0;;27/07/2024;;N;1;26/08/2024 21:23:30;ADMIN          ;381;381;
W009-3 GRAY;P.MANTEAUX WESDA W009-3 GRAY;00000376;;          ;0;900;900;1500;0;0;;;;0.1;0.01;1;0;;27/07/2024;;N;1;26/08/2024 21:31:59;ADMIN          ;382;382;
5177F VALENCE;MLT CUISINE SPANE VALENCE 5177F CHROM;00000377;;          ;0;12500;12500;20000;0;18800;;;;0.1;0.01;1;0;;27/07/2024;;N;1;26/08/2024 22:35:38;ADMIN          ;383;383;
VALENCE 5177F BLACK;MLT CUISINE SPANE VALENCE 5177F BLACK;00000378;;          ;0;12500;12500;20000;0;18800;;;;0.1;0.01;1;0;;27/07/2024;;N;0;26/08/2024 22:41:53;ADMIN          ;384;384;
5177F BRUSHED GOLD;MLT CUISINE SPANE VALENCE 5177F BRUSHED GOLD;00000379;;          ;0;13500;13500;21600;0;21000;;;;0.1;0.01;1;0;;27/07/2024;;N;1;26/08/2024 22:46:46;ADMIN          ;385;385;
3030 CHR;MLT CUISINE SPANE 3030 CHROM;00000380;;          ;0;12500;12500;20000;0;18800;;;;0.1;0.01;1;0;;27/07/2024;;N;1;26/08/2024 22:54:04;ADMIN          ;386;386;
MILANO 108 GOLD;MLT LAVABO SPANE MILANO 108 GOLD;00000381;;          ;0;8900;8900;14300;0;13900.85;;;;0.1;0.01;;0;;27/07/2024;;N;2;26/08/2024 22:57:46;ADMIN          ;387;387;
MILANO 108 BLACK;MLT LAVABO SPANE MILANO 108 BLACK;00000382;;          ;0;8400;8400;13500;0;12600.6;;;;0.1;0.01;1;0;;27/07/2024;;N;1;26/08/2024 23:02:45;ADMIN          ;388;388;
MILANO 108 CHR;MLT LAVABO SPANE MILANO 108 CHROM;00000383;;          ;0;8400;8400;13500;0;13000;;;;0.1;0.01;1;0;;27/07/2024;;N;1;26/08/2024 23:10:13;ADMIN          ;389;389;
MAUI 58-8 BLACK;MLT CUISINE SPANE MAUI 58-8 BLACK;00000384;;          ;0;5800;5800;9300;0;9000;;;;0.1;0.01;1;0;;27/07/2024;17/09/2024;N;1;26/08/2024 23:28:00;ADMIN          ;390;390;
MAUI 58-8 GOLD;MLT CUISINE SPANE MAUI 58-8 GOLD;00000385;;          ;0;5800;5800;9500;0;9000;;;;0.1;0.01;1;0;;27/07/2024;;N;1;26/08/2024 23:31:32;ADMIN          ;391;391;
MAUI 58-8 ROSE GOLD;MLT CUISINE SPANE MAUI 58-8 ROSE GOLD;00000386;;          ;0;5800;5800;9500;0;9000;;;;0.1;0.01;1;0;;27/07/2024;;N;1;26/08/2024 23:36:14;ADMIN          ;392;392;
MAUI 58-8 ROSE CHR;MLT CUISINE SPANE MAUI 58-8 ROSE CHROME;00000387;;          ;0;0;5800;0;0;0;;;;0.1;0.01;1;0;;;;N;0;26/08/2024 23:38:43;ADMIN          ;393;393;
W100 CHR 304;P.SAVON WESDA W100 CHROME 304;00000388;SIPOR DE SAVON;          ;0;1650;1650;2700.5;0;2600;;;;0.1;0.01;1;0;;27/07/2024;06/12/2024;N;1;26/08/2024 23:55:33;ADMIN          ;394;394;
200 ZM GOLD;P.SAVON WESDA 200 ZM GOLD;00000389;SIPORT SAVON GOLD;          ;0;2200;2200;3550;0;3300;;;;0.1;0.01;1;0;;27/07/2024;;N;1;27/08/2024 00:19:11;ADMIN          ;395;395;
701 CHR;ROBINET SPANE 701 CHROME;00000390;;          ;0;3200;5000;5000;0;4800;;;;0.1;0.01;1;0;;27/07/2024;;N;1;27/08/2024 00:45:08;ADMIN          ;396;396;
701 BLACK GOLD;ROBINET SPANE 701 BLACK GOLD;00000391;;          ;0;3400;5500;5500;0;5100.15;;;;0.1;0.01;1;0;;31/03/2026;12/04/2026;N;1;27/08/2024 00:50:53;ADMIN          ;397;397;
30CM 2041 BLK;P.SAVON WESDA 30CM 2041 BLACK;00000392;;          ;0;1550;1550;2500;0;0;;;;0.1;0.01;1;0;;27/07/2024;;N;1;27/08/2024 03:53:23;ADMIN          ;398;398;
30CM 2041 GOLD;P.SAVON WESDA 30CM 2041 GOLD;00000393;;          ;0;1850;1850;3000;0;0;;;;0.1;0.01;1;0;;27/07/2024;;N;1;27/08/2024 03:59:58;ADMIN          ;399;399;
;P.SAVON WESDA 30 CM 2041CHROME 304;00000394;;          ;0;1550;1550;2500;0;0;;;;0.1;0.01;1;0;;27/07/2024;24/10/2025;N;1;27/08/2024 04:04:50;ADMIN          ;400;400;
MY02 20CM BLK;P.SAVON SPANE INOX GM MY02-20M BLACK;00000395;;          ;0;3700;3700;6000;0;0;;;;0.1;0.01;1;0;;27/07/2024;14/10/2024;N;1;27/08/2024 04:42:41;ADMIN          ;401;401;
C8761 CHR;P.SERVIETTE + P.MANTEAUX C8761 CHROME;00000396;;          ;0;2400;3850;3850;0;0;;;;0.1;0.01;1;0;;27/07/2024;06/12/2024;N;1;27/08/2024 08:05:25;ADMIN          ;402;402;
C8761 GOLD;P.SERVIETTE +P.MANTEAUX C8761 GOLD;00000397;;          ;0;2800;2800;5200;0;0;;;;0.1;0.01;1;0;;27/07/2024;06/12/2024;N;1;27/08/2024 08:09:53;ADMIN          ;403;403;
C8761 BLACK;P.SERVIETTE +P.MANTEAUX C8761 BLACK;00000398;;          ;0;2400;3850;3850;0;0;;;;0.1;0.01;1;0;;27/07/2024;14/10/2024;N;1;27/08/2024 08:15:40;ADMIN          ;404;404;
W009-5 GRAY;P.MANTEAUX W009-5 GRAY;00000399;;          ;0;1300;1950;1950;0;0;;;;0.1;0.01;1;0;;27/07/2024;06/12/2024;N;1;27/08/2024 08:22:40;ADMIN          ;405;405;
W009-5 BLACK;P.MANTEAUX W009-5 BLACK;00000400;;          ;0;1300;1300;2200;0;0;;;;0.1;0.01;1;0;;27/07/2024;06/12/2024;N;1;27/08/2024 08:27:13;ADMIN          ;406;406;
W009-3 GRAY;P.MANTEAUX W009-3 GRAY;00000401;;          ;0;0;1500;0;0;0;;;;0.1;0.01;1;0;;;;N;1;27/08/2024 08:32:20;ADMIN          ;407;407;
W009-3 BLACK;MANTEAUX  W009-3 BLACK;00000402;;          ;0;900;1500;1500;0;0;;;;0.1;0.01;1;0;;27/07/2024;;N;1;27/08/2024 08:40:35;ADMIN          ;408;408;
W009-4 GRAY;P.MANTEAUX W009-4 GRAY;00000403;;          ;0;1100;1100;1750;0;0;;;;0.1;0.01;1;0;;27/07/2024;24/10/2025;N;1;27/08/2024 08:47:08;ADMIN          ;409;409;
W009-4 BLACK;P.MANTEAUX W009-4 BLACK;00000404;;          ;0;1100;1750;1750;0;0;;;;0.1;0.01;1;0;;27/07/2024;24/10/2025;N;1;27/08/2024 08:50:45;ADMIN          ;410;410;
