REFERENCE 1;ARTICLE;CODE;DESIGNATION_2;CODE_SELECTION;QTE;DERNIER_PRIX_ACHAT;PRIX_REVIENT;Gros;PRIX_SOLDE;PRIX_MIN;REFERENCE 2;REFERENCE 3;REFERENCE 4;POIDS;CBM;CONDITIONNEMENT;QTE_STOCK_ALERTE;FOURNISSEUR;DATE_DERNIER_ACHAT;DATE_DERNIERE_VENTE;OK_BLOQUE_VENTE;NBRE_PHOTOS;Date créat. Article;Utilisateur;N°ARTICLE;N°LOT;
;DOUI;00000730;;          ;0;80;80;150;0;0;;;;0.1;0.01;1;0;;22/05/2024;;N;0;27/09/2024 21:33:19;ADMIN          ;742;742;
;SPOT CRISTAL;00000731;;          ;0;730;730;1250;0;0;;;;0.1;0.01;1;0;;22/05/2024;27/07/2025;N;1;27/09/2024 21:55:17;ADMIN          ;743;743;
;SPOT APPARENT;00000732;;          ;0;145;145;350;0;0;;;;0.1;0.01;1;0;;22/05/2024;;N;0;27/09/2024 21:58:14;ADMIN          ;744;744;
;APPLIQUE;00000733;;          ;0;4000;4000;5500;0;0;;;;0.1;0.01;1;0;;22/05/2024;;N;0;27/09/2024 22:00:05;ADMIN          ;745;745;
;SPOT APPARENT;00000734;;          ;0;1150;1150;2200;0;0;;;;0.1;0.01;1;0;;22/05/2024;;N;0;27/09/2024 22:04:03;ADMIN          ;746;746;
;LED;00000735;;          ;0;1000;1000;1500;0;0;;;;0.1;0.01;1;0;;22/05/2024;;N;0;27/09/2024 22:06:24;ADMIN          ;747;747;
;SPOTE APPARENT 30 W;00000736;;          ;0;1750;1750;2500;0;0;;;;0.1;0.01;1;0;;22/05/2024;;N;0;27/09/2024 22:09:18;ADMIN          ;748;748;
;APPLIQUE VICAS;00000737;;          ;0;3400;3400;4300;0;0;;;;0.1;0.01;1;0;;22/05/2024;;N;0;27/09/2024 22:10:08;ADMIN          ;749;749;
;LED HOUCHE 24 W;00000738;;          ;0;1550;1550;2450;0;0;;;;0.1;0.01;1;0;;11/08/2026;12/08/2026;N;0;27/09/2024 22:10:47;ADMIN          ;750;750;
;LED HOUCHE 24W LONG;00000739;;          ;0;1550;1550;2450;0;0;;;;0.1;0.01;1;0;;22/05/2024;;N;0;27/09/2024 22:12:19;ADMIN          ;751;751;
;LISTRE PETITE MODELE;00000740;;          ;0;9500;9500;13500;0;0;;;;0.1;0.01;1;0;;22/05/2024;;N;0;27/09/2024 22:13:04;ADMIN          ;752;752;
;SPOTE PETITTE MODELE APARENT 15 W;00000741;;          ;0;630;630;950;0;0;;;;0.1;0.01;1;0;;22/05/2024;;N;0;27/09/2024 22:14:11;ADMIN          ;753;753;
;APLIQUE ST008 B7;00000742;;          ;0;3700;3700;4800;0;0;;;;0.1;0.01;1;0;;22/05/2024;;N;0;27/09/2024 22:16:21;ADMIN          ;754;754;
;KOUVRE RIF;00000746;;          ;0;0;0;2850;2300;2392;;;;0.1;0.01;1;0;;;;N;0;27/09/2024 22:27:30;ADMIN          ;758;758;
;BRATONERE;00000747;;          ;0;0;0;2500;0;0;;;;0.1;0.01;1;0;;12/08/2026;12/08/2026;N;0;27/09/2024 22:32:35;ADMIN          ;759;759;
;VONTILEAU KARMOUD;00000748;;          ;0;0;0;5500;0;0;;;;0.1;0.01;1;0;;;;N;0;27/09/2024 22:33:46;ADMIN          ;760;760;
;WARDA KARMOUD;00000750;;          ;0;0;3500;5500;0;0;;;;0.1;0.01;1;0;;;;N;0;27/09/2024 22:37:02;ADMIN          ;762;762;
;9ALB KARMOUD;00000751;;          ;0;0;0;5500;0;0;;;;0.1;0.01;1;0;;12/08/2026;12/08/2026;N;0;27/09/2024 22:38:18;ADMIN          ;763;763;
;APPLIQUE 3500 DA;00000755;;          ;0;2500;850;3500;0;0;;;;0.1;0.01;1;0;;28/05/2024;13/10/2025;N;0;28/09/2024 22:46:58;ADMIN          ;767;767;
;PORTE TUBE 1*2.15 NOIR ISLAI LAHMEM;00000756;;          ;0;0;51000;57000;0;0;;;;0.1;0.01;1;0;;;;N;0;29/09/2024 03:29:36;ADMIN          ;768;768;
GAZ;COMPTEUR GAZ;00000757;;          ;0;6250;6250;10000;8500;9500;;;;0.1;0.01;1;0;;17/11/2025;30/11/2025;N;0;29/09/2024 03:30:46;ADMIN          ;769;769;
;PORTE EXPO BOIS;00000758;;          ;0;0;0;65000;0;0;;;;0.1;0.01;1;0;;;;N;0;29/09/2024 03:31:38;ADMIN          ;770;770;
;SUPPORT PORTE;00000759;;          ;0;0;0;18000;0;0;;;;0.1;0.01;1;0;;12/08/2026;12/08/2026;N;0;29/09/2024 03:32:59;ADMIN          ;771;771;
;PORTE A +SANS CADRE 1.04*2.04;00000760;;          ;0;0;0;90000;0;0;;;;0.1;0.01;1;0;;;;N;0;29/09/2024 03:34:38;ADMIN          ;772;772;
;SERIER COMPTEUR;00000761;;          ;0;17500;4500;27000;0;0;;;;0.1;0.01;1;0;;01/07/2024;06/12/2024;N;0;29/09/2024 03:38:03;ADMIN          ;773;773;
;PORTE A+ PM ÉLECTRIQUE;00000762;;          ;0;0;0;110000;0;0;;;;0.1;0.01;1;0;;;;N;0;29/09/2024 03:39:12;ADMIN          ;774;774;
;PORTE EXPO DOUBLE ÉLECTRIQUE;00000763;;          ;0;0;50000;90000;0;0;;;;0.1;0.01;1;0;;;;N;0;29/09/2024 03:40:43;ADMIN          ;775;775;
2000037000026;2 PORTE BARBIQUE PM BOIS;00000764;;          ;0;0;0;52000;0;0;;;;0.1;0.01;1;0;;;;N;0;29/09/2024 03:46:48;ADMIN          ;776;776;
;PORTE DOUBLE ALIKO FER FORRJET 1.2*2.2;00000765;;          ;0;0;0;100000;0;0;;;;0.1;0.01;1;0;;;;N;0;29/09/2024 03:48:11;ADMIN          ;777;777;
;PORTE DOUBLE ALIKO FER FORRJET 1*2.2;00000766;;          ;0;0;0;82000;0;0;;;;0.1;0.01;1;0;;;;N;0;29/09/2024 03:49:39;ADMIN          ;778;778;
;PORTE DOUBLE ALIKO FER FORRJET 1.2*2.2 ÉLECTRIQUE;00000767;;          ;0;0;0;120000;0;0;;;;0.1;0.01;1;0;;;;N;0;29/09/2024 03:51:49;ADMIN          ;779;779;
;PORTE BOIS 1*2.2 BP3 EXT;00000768;;          ;0;0;45000;70000;0;0;;;;0.1;0.01;1;0;;;;N;0;29/09/2024 03:53:47;ADMIN          ;780;780;
;FENETRE 1.4*1.8;00000769;;          ;0;0;0;30000;0;0;;;;0.1;0.01;1;0;;;;N;0;29/09/2024 04:03:09;ADMIN          ;781;781;
;PLAFONDE HAOUCHE 1.48*4;00000770;;          ;0;0;0;70000;0;0;;;;0.1;0.01;1;0;;;;N;0;29/09/2024 04:05:30;ADMIN          ;782;782;
;FENETRE BALCON 4*0.95;00000771;;          ;0;0;0;47000;0;0;;;;0.1;0.01;1;0;;;;N;0;29/09/2024 04:08:23;ADMIN          ;783;783;
;FENETRE BALCON 3*0.95;00000772;;          ;0;0;45000;37000;0;0;;;;0.1;0.01;1;0;;;;N;0;29/09/2024 04:09:09;ADMIN          ;784;784;
;FENETRE 1.4*1.8 ANCIEN;00000773;;          ;0;0;0;15000;0;0;;;;0.1;0.01;1;0;;;;N;0;29/09/2024 04:22:19;ADMIN          ;785;785;
;SOLIDE JUIN 2024;00000774;;          ;0;0;0;130000;0;0;;;;0.1;0.01;1;0;;;;N;0;29/09/2024 04:27:10;ADMIN          ;786;786;
;PORTE EXPO DB VEN ÉLECTRIQUE;00000775;;          ;0;0;0;70000;0;0;;;;0.1;0.01;1;0;;;;N;0;29/09/2024 04:35:55;ADMIN          ;787;787;
;FENETRE 1.2*80;00000776;;          ;0;0;0;12000;0;0;;;;0.1;0.01;1;0;;;;N;0;29/09/2024 04:38:07;ADMIN          ;788;788;
;PORTE BT CHINOIS 1*2.1;00000777;;          ;0;37000;37000;57000;0;0;;;;0.1;0.01;1;0;;28/04/2025;24/06/2025;N;0;29/09/2024 04:39:46;ADMIN          ;789;789;
;BAGITTE SÉP SAMPLE;00000786;;          ;0;112;112;200;165;180;;;;0.1;0.01;1;0;;02/05/2026;02/05/2026;N;0;01/10/2024 06:08:11;ADMIN          ;798;798;
;DDS CMC (45*45) STAR BEIGE 1CH;00000787;;          ;0;570;570;0;0;0;;;;0.1;0.01;1;0;;28/09/2024;01/10/2024;N;0;01/10/2024 23:30:34;ADMIN          ;799;799;
;PASSTA ROZA HADJRA;00000788;;          ;0;700;680.32;1300;1050;1100;;;;0.1;0.01;1;0;;29/12/2025;12/01/2026;N;0;02/10/2024 03:30:25;ADMIN          ;800;800;
;POUDRE GRIFI;00000790;;          ;0;130;140;350;0;0;;;;0.1;0.01;1;0;;27/06/2024;30/11/2025;N;0;02/10/2024 05:48:49;ADMIN          ;802;802;
;ffs fin de série;00000791;;          ;36;800;800;1100;0;0;;;;0.1;0.01;1;0;;12/08/2026;04/10/2024;N;0;04/10/2024 20:34:36;ADMIN          ;804;804;
;ffs fin de série 2;00000792;;          ;0;70;70;100;0;0;;;;0.1;0.01;1;0;;22/05/2024;04/10/2024;N;0;04/10/2024 20:37:10;ADMIN          ;805;805;
;DDS MODERNA;00000793;;          ;0;900;900;1200;0;0;;;;0.1;0.01;;0;;22/05/2024;04/10/2024;N;0;04/10/2024 20:51:34;ADMIN          ;806;806;
;DDS LISION NOUVEAU;00000794;;          ;0;0;400;1300;0;0;;;;0.1;0.01;1;0;;;;N;0;04/10/2024 21:24:22;ADMIN          ;807;807;
;CIMENT COLLE;00000795;;          ;0;400;400;750;600;650;;;;0.1;0.01;1;0;;12/08/2026;12/08/2026;N;0;04/10/2024 22:00:54;ADMIN          ;808;808;
;DDS TIRRACINA CIRTA NOIR;00000796;;          ;0;900;900;1250;0;0;;;;0.1;0.01;1;0;;22/05/2024;04/10/2024;N;0;04/10/2024 22:05:30;ADMIN          ;809;809;
;COLLECTURE 33/42 PPR BT;00000797;;          ;0;15000;15000;22000;0;0;;;;0.1;0.01;1;0;;28/05/2024;04/10/2024;N;0;04/10/2024 22:41:16;ADMIN          ;810;810;
53227-3;COLLON DOUCHE ENCASTRE GOLD;00000798;;          ;0;45000;45000;67000;0;0;;;;0.1;0.01;1;0;;22/05/2024;04/10/2024;N;1;04/10/2024 23:29:39;ADMIN          ;811;811;
856-3;SPOT KARMOUD GM BLANC 856-3;00000799;;          ;0;587;587;800;690;750;;;;0.1;0.01;1;0;;15/10/2024;30/11/2025;N;1;15/10/2024 21:00:21;ADMIN          ;812;812;
856-5;SPOT KARMOUD GM BOIS 856-5;00000800;;          ;0;587;587;800;690;750;;;;0.1;0.01;1;0;;15/10/2024;30/11/2025;N;1;15/10/2024 21:01:24;ADMIN          ;813;813;
856-4;SPOT KARMOUD GM NOIR 856-4;00000801;;          ;0;587;587;800;690;750;;;;0.1;0.01;1;0;;15/10/2024;15/10/2024;N;1;15/10/2024 21:02:05;ADMIN          ;814;814;
856-8;SPOT KARMOUD PM BOIS 856-8;00000802;;          ;0;527;527;750;630;700;;;;0.1;0.01;1;0;;15/10/2024;30/11/2025;N;1;15/10/2024 21:02:42;ADMIN          ;815;815;
SK 18W;SPOT KARMOUD APPARENT 18W;00000803;;          ;0;1250;1150;1750;1400;1500;;;;0.1;0.01;1;0;;30/09/2025;25/10/2025;N;0;15/10/2024 21:03:55;ADMIN          ;816;816;
LUM;LUMINAIRE LED 30W;00000804;;          ;0;2480;2480;3200;2700;2800;;;;0.1;0.01;1;0;;15/10/2024;23/06/2025;N;0;15/10/2024 21:06:15;ADMIN          ;817;817;
LUM;LUMINAIRE LED 50W;00000805;;          ;0;5230;5230;6800;6000;6500;;;;0.1;0.01;1;0;;15/10/2024;03/03/2025;N;0;15/10/2024 21:06:42;ADMIN          ;818;818;
LUS;LUSTRE HALAZOUNE 3 LAMP;00000806;;          ;0;15000;15000;19500;17000;18500;;;;0.1;0.01;1;0;;15/10/2024;29/11/2025;N;0;15/10/2024 21:08:49;ADMIN          ;819;819;
LUS;LUSTRE HALAZOUNE 1 LAMPE;00000807;;          ;0;7000;7000;10500;8500;9500;;;;0.1;0.01;1;0;;15/10/2024;29/11/2025;N;0;15/10/2024 21:10:37;ADMIN          ;820;820;
LUS T;LUSTER TEREK 300/400/600;00000808;;          ;0;0;118000;0;0;0;;;;0.1;0.01;1;0;;;;N;0;15/10/2024 21:16:52;ADMIN          ;821;821;
LUS T;LUSTER TAREK 500/600;00000809;;          ;0;0;128000;0;0;0;;;;0.1;0.01;;0;;;;N;0;15/10/2024 21:18:05;ADMIN          ;822;822;
BEST GRIS;CORS BEST GRIS CLAIRE 25*75;00000810;;          ;0;690;690;1300;950;1050;;;;0.1;0.01;1;0;;19/10/2024;19/10/2024;N;0;19/10/2024 00:53:01;ADMIN          ;823;823;
BEST FN;CORS BEST GRIS FONCÉ 25*75;00000811;;          ;0;690;690;1300;950;1050;;;;0.1;0.01;1;0;;19/10/2024;19/10/2024;N;0;19/10/2024 00:53:49;ADMIN          ;824;824;
BEST MOTIF;MOTIF CORS BEST RELIEF GRIS 25*75;00000812;;          ;0;750;750;1400;1000;1100;;;;0.1;0.01;1;0;;19/10/2024;19/10/2024;N;0;19/10/2024 00:54:44;ADMIN          ;825;825;
FABIA;FABIA GRIS 60/60;00000813;;          ;0;785;790;1350;1200;1300;;;;0.1;0.01;1;0;;21/05/2025;12/01/2026;N;0;19/10/2024 00:55:13;ADMIN          ;826;826;
;PASSTA ROZA HADJRA LOCAL;00000814;;          ;0;0;0;0;0;0;;;;0.1;0.01;1;0;;;;N;0;20/10/2024 03:54:19;ADMIN          ;827;827;
LUS KAR;LUSTR KARMOUD;00000815;;          ;0;3800;3800;7000;5500;6500;;;;0.1;0.01;1;0;;20/05/2025;02/06/2025;N;0;20/10/2024 21:24:45;ADMIN          ;828;828;
FIT;FITYARE DROIT SPAIN;00000816;;          ;0;1750;1807.14;2850;2250;2500;;;;0.1;0.01;1;0;;26/10/2024;27/07/2025;N;0;23/10/2024 20:56:24;ADMIN          ;829;829;
FIT;FITYARE GAUCHE SPAIN;00000817;;          ;0;1750;1807.14;2850;2200;2500;;;;0.1;0.01;1;0;;26/10/2024;27/07/2025;N;0;23/10/2024 20:56:57;ADMIN          ;830;830;
FIT;FITYARE CENTRALE SPAIN;00000819;;          ;0;1850;1850;2850;2200;2500;;;;0.1;0.01;1;0;;26/10/2024;26/10/2024;N;0;23/10/2024 20:59:22;ADMIN          ;832;832;
RIYACHA;RIYACHA KARMOUD;00000820;;          ;3;4300;4300;5500.13;4699.9;4899.85;;;;0.1;0.01;1;0;;12/08/2026;14/11/2025;N;0;23/10/2024 20:59:51;ADMIN          ;833;833;
BARA;BARATONAIRE KARMOUD;00000821;;          ;0;1200;1200;1650;1400.04;1550.04;;;;0.1;0.01;1;0;;11/08/2026;12/08/2026;N;0;23/10/2024 21:00:46;ADMIN          ;834;834;
GOUT;GOUTIARE KARMOUD;00000822;;          ;0;2450;2450;4250;3800;4000;;;;0.1;0.01;1;0;;12/08/2026;12/08/2026;N;0;23/10/2024 21:02:12;ADMIN          ;835;835;
GIR;GIRLONDE KARMOUD;00000823;;          ;0;800;800;1400;1050;1200;;;;0.1;0.01;1;0;;12/08/2026;12/08/2026;N;0;23/10/2024 21:02:50;ADMIN          ;836;836;
CRO;CROCHI GOUTIARE KARMOUD;00000824;;          ;0;350;350;550;450;500;;;;0.1;0.01;1;0;;11/08/2026;12/08/2026;N;0;23/10/2024 21:03:38;ADMIN          ;837;837;
BOU;BOUCHONE GOUTIARE KARMOUD;00000825;;          ;0;350;350;600;500;550;;;;0.1;0.01;1;0;;12/08/2026;12/08/2026;N;0;23/10/2024 21:04:12;ADMIN          ;838;838;
RAJ;RAJOU GOUTIARE KARMOUD;00000826;;          ;0;850;850;1400;1050;1250;;;;0.1;0.01;1;0;;12/08/2026;12/08/2026;N;0;23/10/2024 21:04:36;ADMIN          ;839;839;
DIS;DISSOU GOUTIARE KARMOUD;00000827;;          ;0;850;894.44;1500;1150;1350;;;;0.1;0.01;1;0;;07/08/2025;03/10/2025;N;0;23/10/2024 21:05:23;ADMIN          ;840;840;
COINE;COINE CARRÉ KARMOUD;00000828;;          ;0;950;950;1400;1150;1250;;;;0.1;0.01;1;0;;26/10/2024;17/09/2025;N;0;23/10/2024 21:07:28;ADMIN          ;841;841;
BOU;BOULDOUNE KARMOUD;00000829;;          ;0;550;550;950;750;800;;;;0.1;0.01;1;0;;12/08/2026;12/08/2026;N;0;23/10/2024 21:07:48;ADMIN          ;842;842;
MONCHE;MONCHE DISSE CARRÉ KARMOUD;00000830;;          ;0;350;350;700;450;600;;;;0.1;0.01;1;0;;21/05/2025;;N;0;23/10/2024 21:08:21;ADMIN          ;843;843;
VO;VONTOU KARMOUD;00000831;;          ;0;9000;9000;15000;11000;13500;;;;0.1;0.01;1;0;;26/10/2024;;N;0;23/10/2024 21:22:08;ADMIN          ;844;844;
KA;KARMOUD SPAIN;00000832;;          ;0;600;643.08;850;750;800;;;;0.1;0.01;1;0;;21/07/2025;27/07/2025;N;0;23/10/2024 21:25:26;ADMIN          ;845;845;
FIT WA;FIT WARDA;00000833;;          ;0;9000;9000;13000;11500;12500;;;;0.1;0.01;1;0;;26/10/2024;;N;0;26/10/2024 04:19:50;ADMIN          ;846;846;
COUR KA;COURE KARMOUD;00000834;;          ;0;2800;2869.64;4800;3800;4200;;;;0.1;0.01;1;0;;07/08/2025;30/11/2025;N;0;26/10/2024 13:19:40;ADMIN          ;847;847;
SOU;SOUCOUCHE;00000835;;          ;0;400;400;650;500;550;;;;0.1;0.01;1;0;;02/05/2026;02/05/2026;N;0;26/11/2024 20:35:52;ADMIN          ;848;848;
STAR;DDS ROK STAR BEIGE 1ER CH;00000836;;          ;0;750;750;1250;1000;1200;;;;0.1;0.01;1;0;;07/12/2024;02/06/2025;N;0;07/12/2024 06:25:00;ADMIN          ;850;850;
VERO;VERONA GRIS 45/90;00000837;;          ;0;680;680;1200;1050;1100;;;;0.1;0.01;1;0;;07/12/2024;;N;0;08/12/2024 03:46:37;ADMIN          ;851;851;
JEUX;LES JEUX BERBOUCHI;00000838;;          ;0;105500;105500;105500;105500;105500;;;;0.1;0.01;1;0;;09/12/2024;;N;0;08/12/2024 20:38:24;ADMIN          ;852;852;
BAL;BALANSOUARE BOIS;00000839;;          ;0;72000;72000;100000;85000;95000;;;;0.1;0.01;1;0;;09/12/2024;;N;0;08/12/2024 20:40:31;ADMIN          ;853;853;
KOUD;KOUDE PVC CHASSE;00000840;;          ;0;1900;1900;2500;2250;2300;;;;0.1;0.01;1;0;;13/04/2026;;N;0;08/12/2024 20:45:14;ADMIN          ;854;854;
CHEZ;CHEZE BALANSOIR BERBOUCHI;00000841;;          ;0;55000;55000;55000;55000;55000;;;;0.1;0.01;1;0;;09/12/2024;;N;0;08/12/2024 20:47:28;ADMIN          ;855;855;
CHIMINI;CHIMINI DÉCOR;00000842;;          ;0;16000;16000;26000;21000;25000;;;;0.1;0.01;1;0;;09/12/2024;09/06/2025;N;0;08/12/2024 20:50:12;ADMIN          ;856;856;
TUB C;TUBE KUVET;00000843;;          ;0;0;0;0;0;0;;;;0.1;0.01;1;0;;;;N;0;18/12/2024 19:11:04;ADMIN          ;857;857;
KAR L;KARMOUD LOCAL;00000844;;          ;0;180;180;220;180;200;;;;0.1;0.01;1;0;;12/08/2026;12/08/2026;N;0;18/12/2024 19:54:51;ADMIN          ;858;858;
T01-04 GOLD;T01-04 GOLD;00000845;;          ;0;0;0;0;0;0;;;;0.1;0.01;1;0;;24/12/2024;;N;0;24/12/2024 03:29:47;ADMIN          ;859;859;
MABEL TV;MABEL TV;00000846;;          ;0;16000;32000;30000;25000;27500;;;;0.1;0.01;1;0;;24/12/2024;;N;0;24/12/2024 03:30:14;ADMIN          ;860;860;
CASTEL;DDS CASTEL BLACK 120/60;00000847;;          ;0;670;670;1650;1400;1450;;;;0.1;0.01;1;0;;24/12/2024;03/10/2025;N;0;24/12/2024 03:31:01;ADMIN          ;861;861;
CASTEL GRAY;DDS CASTEL GRAY 120/60;00000848;;          ;0;670;670;1650;1400;1450;;;;0.1;0.01;1;0;;24/12/2024;;N;0;24/12/2024 03:31:33;ADMIN          ;862;862;
JAPANE;DDS JAPANE GRAY 120/60;00000849;;          ;0;1050;1050;1600;1350;1500;;;;0.1;0.01;1;0;;24/12/2024;23/06/2025;N;0;24/12/2024 03:32:12;ADMIN          ;863;863;
B13;PLAK B13;00000850;;          ;0;1150;1150;1400;1300;1350;;;;0.1;0.01;1;0;;28/04/2025;24/06/2025;N;0;27/04/2025 00:30:40;ADMIN          ;864;864;
B13 VERT;PLAK VERT B13;00000851;;          ;0;1590;1590;1950;1850;1900;;;;0.1;0.01;1;0;;28/04/2025;26/09/2025;N;0;27/04/2025 00:32:51;ADMIN          ;865;865;
FR 3M;FÉRROURE 3M;00000852;;          ;0;185;185;380;350;360;;;;0.1;0.01;1;0;;28/04/2025;03/10/2025;N;0;27/04/2025 00:33:33;ADMIN          ;866;866;
FR 4M;FÉRROURE 4M;00000853;;          ;0;280;280;550;450;500;;;;0.1;0.01;1;0;;28/04/2025;03/10/2025;N;0;27/04/2025 00:34:03;ADMIN          ;867;867;
FR 5M;FÉRROURE 5M;00000854;;          ;0;340;340;650;550;600;;;;0.1;0.01;1;0;;28/04/2025;24/06/2025;N;0;27/04/2025 00:34:32;ADMIN          ;868;868;
;TIGE 10 1M;00000855;;TIGE 1M   ;0;42;42;120;100;110;;;;0.1;0.01;1;0;;28/04/2025;12/01/2026;N;0;27/04/2025 00:35:16;ADMIN          ;869;869;
FRAP;CHEVILLE A FRAPPE;00000856;;          ;0;3.8;3.8;10;8;9;;;;0.1;0.01;1;0;;28/04/2025;;N;0;27/04/2025 00:38:15;ADMIN          ;870;870;
ENDUIT PLACO;ENDUIT PLACO;00000857;;          ;0;1230;1230;1900;1700;1800;;;;0.1;0.01;1;0;;28/04/2025;12/10/2025;N;0;27/04/2025 00:38:52;ADMIN          ;871;871;
PERFLIX PLACO;PERFLIXE PLACO;00000858;;          ;0;580;580;1300;950;1000;;;;0.1;0.01;1;0;;28/04/2025;25/10/2025;N;0;27/04/2025 00:39:31;ADMIN          ;872;872;
LAITON;CHEVILLE LAITON;00000859;;          ;0;11.5;11.5;30;20;25;;;;0.1;0.01;1;0;;28/04/2025;;N;0;27/04/2025 00:40:36;ADMIN          ;873;873;
ECRO PLACO;ECRO ZINC PLACO;00000860;;          ;0;0.48;0.48;10;5;8;;;;0.1;0.01;1;0;;28/04/2025;;N;0;27/04/2025 00:46:10;ADMIN          ;874;874;
MRAYAT;MRAYAT DEMI RONDS;00000861;;          ;0;18000;18000;30000;22000;25000;;;;0.1;0.01;1;0;;20/05/2025;06/09/2025;N;0;20/05/2025 20:41:34;ADMIN          ;875;875;
MRAYAT MOTIF;MRAYAT MOTIF;00000862;;          ;0;13000;13000;25000;18500;22000;;;;0.1;0.01;1;0;;20/05/2025;27/07/2025;N;0;20/05/2025 20:41:57;ADMIN          ;876;876;
LEO POMP;POMPE D'EAU LEO;00000863;;          ;0;21500;21500;35000;26500;30000;;;;0.1;0.01;1;0;;12/08/2026;12/08/2026;N;0;20/05/2025 20:42:47;ADMIN          ;877;877;
F ATLAS;F ATLAS CREMA POLI RECTIFIE 120/60;00000864;;          ;0;1300;1300;1850;1650;1750;;;;0.1;0.01;1;0;;21/05/2025;;N;0;20/05/2025 21:10:53;ADMIN          ;878;878;
F OSCAR;F OSCAR MIX RELIFE 120/60;00000865;;          ;0;1150;1150;2100;1700;1850;;;;0.1;0.01;1;0;;21/05/2025;;N;0;20/05/2025 21:11:14;ADMIN          ;879;879;
DDS TERRE CUITE;DDS TIMBER  BLEU 33/33;00000866;;          ;0;850;850;1650;1250;1450;;;;0.1;0.01;1;0;;21/05/2025;12/10/2025;N;0;20/05/2025 21:28:37;ADMIN          ;880;880;
DDS CALACATA;DDS CALACATA 60/60;00000867;;          ;205.36;990;990;1650;1350;1500;;;;0.1;0.01;1;1;;13/08/2026;13/08/2026;N;0;20/05/2025 21:29:14;ADMIN          ;881;881;
CUV TURKE;CUVETTE TURKE;00000868;;          ;0;2700;4100;10000;8500;9000;;;;0.1;0.01;1;0;;16/10/2025;23/06/2025;N;0;20/05/2025 21:38:17;ADMIN          ;882;882;
PASTA BLANC;PASTA POUDRE BLANC;00000869;;          ;0;750;750;1400;1200;1250;;;;0.1;0.01;1;0;;21/05/2025;20/10/2025;N;0;20/05/2025 21:53:04;ADMIN          ;883;883;
SIKA G10;SIKA POUDR G10;00000870;;          ;0;730;730;1450;1200;1350;;;;0.1;0.01;1;0;;10/08/2025;03/10/2025;N;0;20/05/2025 21:54:20;ADMIN          ;884;884;
SIKA T181;SIKA POUDR T181;00000871;;          ;0;890;890;1500;1100;1300;;;;0.1;0.01;1;0;MONOCOUCHE STORE;10/08/2025;03/10/2025;N;0;20/05/2025 21:59:05;ADMIN          ;885;885;
SIKA LUQUIDE;SIKA LIQUIDE;00000872;;          ;0;3000;3000;6500;4500;5000;;;;0.1;0.01;1;0;;10/08/2026;11/08/2026;N;0;20/05/2025 22:03:09;ADMIN          ;886;886;
SORO;SPOT ESCALI SORO;00000873;;          ;0;2600;2600;3200;3000;3100;;;;0.1;0.01;1;0;;20/05/2025;27/07/2025;N;0;20/05/2025 22:30:10;ADMIN          ;887;887;
F STONE NATURE;F STONE NATURE 60/15;00000874;;          ;0;600;600;1350;1100;1200;;;;0.1;0.01;1;0;;21/05/2025;;N;0;20/05/2025 22:51:53;ADMIN          ;889;889;
DDS BLACK GROVE;DDS BLACK GROVE 90/90;00000875;;          ;0;1150;1150;2100;1650;1800;;;;0.1;0.01;1;0;;21/05/2025;;N;0;20/05/2025 22:53:21;ADMIN          ;890;890;
DDS MARMORIA;DDS MARMOREA 90/90;00000876;;          ;0;1150;1150;2100;1650;1800;;;;0.1;0.01;1;0;;21/05/2025;17/07/2025;N;0;20/05/2025 22:53:50;ADMIN          ;891;891;
BACHE;BACHE KARMOUD;00000877;;          ;2;22000;22000;35000;30000;32000;;;;0.1;0.01;1;0;;12/08/2026;30/09/2025;N;0;20/05/2025 22:58:32;ADMIN          ;892;892;
KAR LOC;KARMOUD LOCALE NV;00000878;;          ;0;165;170;230;180;200;;;;0.1;0.01;1;0;;07/08/2025;14/11/2025;N;0;23/06/2025 20:47:03;ADMIN          ;893;893;
PAS;PASSA PORT;00000879;;          ;0;150;150;250;200;220;;;;0.1;0.01;1;0;;28/04/2025;23/06/2025;N;0;23/06/2025 22:49:58;ADMIN          ;894;894;
RAD;RADIATOUR SLR;00000880;;          ;0;20500;20500;26500;24000;25000;;;;0.1;0.01;1;0;;28/04/2025;24/06/2025;N;0;24/06/2025 21:55:40;ADMIN          ;895;895;
;FS KANANS SALAH;00000881;;          ;0;0;0;0;0;0;;;;0.1;0.01;;0;;;;N;0;30/06/2025 21:57:25;ADMIN          ;896;896;
KANANAS;FS KANANAS SALAH;00000882;;          ;0;400;400;1250;950;1050;;;;0.1;0.01;1;0;;28/04/2025;30/06/2025;N;0;30/06/2025 21:57:57;ADMIN          ;897;897;
DDS PLAQ;DDS PLAQUE SUPER POLI RECTIF 120/60 2 CHOIX;00000883;;          ;0;0;0;1350;1050;1250;;;;0.1;0.01;1;0;;07/01/2026;12/01/2026;N;0;01/07/2025 22:16:47;ADMIN          ;899;899;
DDS DIAM;DDS PORCELAIN DIMAMOND NOIR 120/60 2 CHOIX;00000884;;          ;0;980;780;1450;1150;1350;;;;0.1;0.01;1;0;;02/07/2025;19/07/2025;N;0;01/07/2025 22:23:01;ADMIN          ;900;900;
